candidate,baseline,stratum,horizon_seasons,groups,windows,spatial_blocks,mae_gain,mae_ci_low,mae_ci_high,mae_win_fraction,mape_gain,mape_ci_low,mape_ci_high,mape_win_fraction,psnr_gain,psnr_ci_low,psnr_ci_high,psnr_win_fraction,sam_gain,sam_ci_low,sam_ci_high,sam_win_fraction
forest_conditioned_gru,forest_conditioned_ssm,bamboo,2,128,16,16,0.0002473430286045,6.785434807170532e-05,0.0004068489916789,0.6484375,0.205834861844778,-0.026015231758356,0.4415359262377022,0.5859375,0.2256708354972062,0.1318717002393028,0.3015502662880637,0.71875,0.0484425537288188,-0.0041601079050451,0.0992083512246608,0.5546875
forest_conditioned_gru,forest_conditioned_ssm,overall,4,384,48,43,0.0001389993345202,3.534278634063857e-05,0.0002371224770857,0.5494791666666666,0.3221594656622687,0.1520635478545067,0.5068099641869233,0.5390625,0.1249017819888512,0.0652905668615987,0.1890835237399233,0.5729166666666666,0.0110104432286218,-0.0399456907107039,0.0601941026747226,0.4791666666666667
forest_conditioned_gru,forest_conditioned_ssm,broadleaf,4,128,16,15,0.0001300024586574,5.03797244164162e-06,0.0002571835239844,0.5078125,0.1227754771709442,-0.0528281343976656,0.2851974136133987,0.515625,0.1244916625007835,0.0491243469539502,0.2056345019051065,0.5390625,0.0453433255354563,-0.0154910745471715,0.1033310311784346,0.5
forest_conditioned_gru,forest_conditioned_ssm,conifer,4,128,16,15,5.913229542784393e-05,-0.0001549034003983,0.0002403563528302,0.5546875,0.4284341176350911,0.0710835383335749,0.816366175015767,0.546875,0.0844445345418734,-0.0449524530775607,0.2363996842672077,0.5390625,-0.0758558372656504,-0.1775490530580282,0.0255368248373267,0.40625
forest_conditioned_gru,forest_conditioned_ssm,bamboo,4,128,16,16,0.0002023460037889,3.30741305333504e-05,0.0003621023227424,0.5859375,0.3497206941246986,0.0457300203852355,0.6501930796541272,0.5546875,0.1597006090865369,0.0859300623460714,0.2284277026809856,0.640625,0.0580386817455291,-0.0019521757494658,0.1221753068268297,0.53125
forest_conditioned_gru,validation_selected_transformer,overall,1,384,48,43,0.0003617051122493,0.0002660304480022,0.0004557958122838,0.75,0.295930381431136,0.1031213100219881,0.4590359247008029,0.6614583333333334,0.3561741111147652,0.2857122084837327,0.4278540630204365,0.7708333333333334,0.1353776252200437,0.1072515900095188,0.1638757784569332,0.7057291666666666
forest_conditioned_gru,validation_selected_transformer,broadleaf,1,128,16,15,0.0004560210974887,0.0003050830845798,0.0005918000138869,0.7578125,0.2680064956347147,-0.0417756436268488,0.4820436561107634,0.671875,0.4099329960199051,0.2971132017472129,0.5279876820219315,0.8046875,0.1412818377216657,0.1071991407374541,0.1726924267038702,0.6953125
forest_conditioned_gru,validation_selected_transformer,conifer,1,128,16,15,0.0002071145184648,0.0001210671885443,0.0002875210432102,0.765625,0.4985758344332377,0.295959340929985,0.7001004469394683,0.6953125,0.230275490704525,0.1312501189035195,0.335524474380836,0.6875,0.1346964925527572,0.0993058804670969,0.1686128607889016,0.7421875
forest_conditioned_gru,validation_selected_transformer,bamboo,1,128,16,16,0.0004499230308283,0.0002587236791441,0.0006202668904734,0.7265625,0.1605194881558418,-0.2298276336863637,0.4658145957626399,0.6171875,0.4514274064496439,0.3403397157313849,0.5641693728517313,0.8203125,0.1369802542030811,0.0750883948756381,0.2007699767826125,0.6796875
forest_conditioned_gru,validation_selected_transformer,overall,2,384,48,43,0.0003315452421977,0.0002338447683689,0.0004289412752049,0.7473958333333334,0.2430629113385843,0.0312183392429074,0.4325806527810041,0.6666666666666666,0.3345817803723737,0.2640368905873616,0.4098183594321106,0.7734375,0.1274009487310121,0.0963200049214931,0.1591330769406848,0.7161458333333334
forest_conditioned_gru,validation_selected_transformer,broadleaf,2,128,16,15,0.0004207303534106,0.0002373608174093,0.0005921421038025,0.765625,0.2067360043525695,-0.1147574611504872,0.4422836912671724,0.671875,0.3918411107943978,0.2562423100998358,0.5319780993066219,0.8046875,0.1441168357928594,0.1089793410400549,0.1768554762005806,0.71875
forest_conditioned_gru,validation_selected_transformer,conifer,2,128,16,15,0.0002159354228448,0.0001160754112546,0.0002979940693815,0.7265625,0.5864536503950755,0.3311589365204175,0.8357494569818177,0.71875,0.2235793659057385,0.1371589051440686,0.3121963385104872,0.7109375,0.1331223204731941,0.0843546656394998,0.1746608540912468,0.7578125
forest_conditioned_gru,validation_selected_transformer,bamboo,2,128,16,16,0.0003782454477914,0.0001992623265323,0.0005437639815681,0.75,-0.0393939986824989,-0.4297241612337529,0.2663057631812989,0.609375,0.3992600816351332,0.2888729484849093,0.5127439425137345,0.8046875,0.1070573674514889,0.0461596591165289,0.17683089915663,0.671875
forest_conditioned_gru,validation_selected_transformer,overall,4,384,48,43,0.000243073022724,0.0001494981068982,0.0003382785278771,0.6458333333333334,0.1981261587420175,0.0295160041992054,0.3569652334548705,0.59375,0.2508682745460883,0.1907736881288252,0.3163811901602288,0.6848958333333334,0.084454222300718,0.0508765259930907,0.1184865709090994,0.6640625
forest_conditioned_gru,validation_selected_transformer,broadleaf,4,128,16,15,0.0003564312937669,0.0001975599721966,0.0005036608756442,0.6484375,0.1902203460534413,-0.0435608611007531,0.38464818144838,0.5703125,0.3381551362698748,0.2324491457100538,0.4636324558582059,0.7265625,0.133806374669075,0.0987487538158893,0.170057361498475,0.6484375
forest_conditioned_gru,validation_selected_transformer,conifer,4,128,16,15,9.921359596773984e-05,-2.061447409990554e-05,0.0001955515371325,0.609375,0.4582789719104767,0.1732797848681609,0.7215706157187616,0.6484375,0.1220403185050847,0.0483877893930446,0.194253415582336,0.59375,0.0384578188260396,-0.01446808035175,0.0878697223216294,0.6640625
forest_conditioned_gru,validation_selected_transformer,bamboo,4,128,16,16,0.000262146913883,0.0001040038519931,0.0004351320054411,0.6796875,-0.0814621932804584,-0.3648830538615584,0.1777413128875192,0.5625,0.2922735892761277,0.2111129167480548,0.3830514027171207,0.734375,0.0740278037264943,0.0174499418353661,0.1418845350621267,0.6796875
forest_conditioned_gru,presto_frozen,overall,1,384,48,43,0.000686812252456,0.0005323437707692,0.0008393790550376,0.7421875,0.7334839770960253,0.4477629493315553,1.021803543491419,0.671875,0.5760700261301713,0.4637742346650958,0.6827811321786743,0.7942708333333334,0.172876642713713,0.1227542157913016,0.2222241665864752,0.6614583333333334
forest_conditioned_gru,presto_frozen,broadleaf,1,128,16,15,0.0009323322796262,0.0007318810014597,0.0011200115053604,0.7734375,0.655600768327713,0.3942255580425262,0.870513915022214,0.6796875,0.7474018604868807,0.6131591052276946,0.8647419881935023,0.8515625,0.217290369172891,0.1426818831389149,0.2922705477476119,0.671875
forest_conditioned_gru,presto_frozen,conifer,1,128,16,15,0.0004109665460418,0.0001776840792445,0.0006525664954582,0.6484375,1.0157485445340475,0.4775847657521566,1.6332260197401045,0.65625,0.3564076289477021,0.1646806266031256,0.5480848609753215,0.6875,0.1183901553352673,0.0235649076973398,0.2074377987533806,0.6015625
forest_conditioned_gru,presto_frozen,bamboo,1,128,16,16,0.0007841472397558,0.000527695317578,0.0010378365126598,0.8046875,0.5938705094158649,0.0446233326569199,1.0476553631946444,0.6796875,0.6771339013045624,0.5108563082352164,0.8529672170277235,0.84375,0.195236749947071,0.128847656561993,0.2625616035889834,0.7109375
forest_conditioned_gru,presto_frozen,overall,2,384,48,43,0.0006699217500322,0.0005115165071782,0.0008256927991254,0.7421875,0.6873736527076987,0.3906820164170376,0.9811215535152786,0.6458333333333334,0.5670256181428672,0.4542609124062621,0.6778525791951396,0.8046875,0.1681501570829125,0.1162436693906784,0.218349744856011,0.6302083333333334
forest_conditioned_gru,presto_frozen,broadleaf,2,128,16,15,0.0008717360363031,0.0006281999349206,0.0010873198440337,0.7578125,0.5893730660279591,0.2722127439578374,0.8416038556396961,0.65625,0.7081153169880958,0.5262014254433485,0.884017116544315,0.8359375,0.2350051542123158,0.1557538809875647,0.3137126639733711,0.6640625
forest_conditioned_gru,presto_frozen,conifer,2,128,16,15,0.0004296738450648,0.0002099420145047,0.0006454925143043,0.6796875,1.0317119002342223,0.5066455807288488,1.6107792175809528,0.625,0.3691689442149567,0.1983354493273632,0.5466413580093532,0.75,0.10594189564387,0.0087454463044802,0.1984669631719587,0.5703125
forest_conditioned_gru,presto_frozen,bamboo,2,128,16,16,0.0007662064272153,0.0004934978502205,0.0010407735958324,0.7890625,0.4916166551411152,-0.0868111758492887,0.97429919289425,0.65625,0.6647803158730992,0.5070087321074008,0.8367860375479135,0.828125,0.1773839574307203,0.1131090627983212,0.240041279583238,0.65625
